PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Typeticket
93,0.0,1,0,40,1,0,8,3,15
94,0.0,3,0,20,1,2,2,3,10
95,0.0,3,0,50,0,0,1,3,2
96,0.0,3,0,20,0,0,1,3,2
97,0.0,1,0,70,0,0,4,1,13
98,1.0,1,0,20,0,1,9,1,13
99,1.0,2,1,30,0,1,3,3,1
100,0.0,2,0,30,1,0,3,3,1
101,0.0,3,2,20,0,0,1,3,2
102,0.0,3,0,20,0,0,1,3,2
103,0.0,1,0,20,0,1,11,3,2
104,0.0,3,0,30,0,0,1,3,6
105,0.0,3,0,30,2,0,1,3,2
106,0.0,3,0,20,0,0,1,3,2
107,1.0,3,2,20,0,0,1,3,2
108,1.0,3,0,20,0,0,1,3,2
109,0.0,3,0,30,0,0,1,3,2
110,1.0,3,2,20,1,0,3,2,2
111,0.0,1,0,40,0,0,7,3,0
112,0.0,3,2,10,1,0,2,1,1
113,0.0,3,0,20,0,0,1,3,2
114,0.0,3,2,20,1,0,1,3,3
115,0.0,3,2,10,0,0,2,1,1
116,0.0,3,0,20,0,0,1,3,14
117,0.0,3,0,70,0,0,1,2,2
118,0.0,2,0,20,1,0,3,3,0
119,0.0,1,0,20,0,1,35,1,13
120,0.0,3,2,0,4,2,4,3,2
121,0.0,2,0,20,2,0,10,3,14
122,0.0,3,0,20,0,0,1,3,9
123,0.0,2,0,30,1,0,4,1,1
124,1.0,2,2,30,0,0,1,3,1
125,0.0,1,0,50,0,1,11,3,2
126,1.0,3,0,10,1,0,1,1,1
127,0.0,3,0,20,0,0,1,2,2
128,1.0,3,0,20,0,0,1,3,10
129,1.0,3,2,20,1,1,3,1,1
130,0.0,3,0,40,0,0,0,3,2
131,0.0,3,0,30,0,0,1,1,2
132,0.0,3,0,20,0,0,1,3,14
133,0.0,3,1,40,1,0,2,3,9
134,1.0,2,1,20,1,0,3,3,1
135,0.0,2,0,20,0,0,1,3,10
136,0.0,2,0,20,0,0,2,1,14
137,1.0,1,2,10,0,2,3,3,0
138,0.0,1,0,30,1,0,7,3,0
139,0.0,3,0,10,0,0,1,3,6
140,0.0,1,0,20,0,0,11,1,13
141,0.0,3,1,20,0,2,2,1,1
142,1.0,3,2,20,0,0,1,3,2
143,1.0,3,1,20,1,0,2,3,14
144,0.0,3,0,10,0,0,0,2,2
145,0.0,2,0,10,0,0,1,3,1
146,0.0,2,0,10,1,1,5,3,10
147,1.0,3,0,20,0,0,1,3,2
148,0.0,3,2,0,2,2,4,3,15
149,0.0,2,0,30,0,2,3,3,1
150,0.0,2,0,40,0,0,1,3,1
151,0.0,2,0,50,0,0,1,3,14
152,1.0,1,1,20,1,0,9,3,0
153,0.0,3,0,50,0,0,1,3,9
154,0.0,3,0,40,0,2,2,3,9
155,0.0,3,0,20,0,0,1,3,11
156,0.0,1,0,50,0,1,8,1,13
157,1.0,3,2,10,0,0,1,2,2
158,0.0,3,0,30,0,0,1,3,14
159,0.0,3,0,20,0,0,1,3,2
160,0.0,3,0,20,8,2,9,3,10
161,0.0,3,0,40,0,1,2,3,2
162,1.0,2,1,40,0,0,2,3,10
163,0.0,3,0,20,0,0,1,3,2
164,0.0,3,0,10,0,0,1,3,2
165,0.0,3,0,0,4,1,5,3,2
166,1.0,3,0,0,0,2,2,3,2
167,1.0,1,1,20,0,1,7,3,0
168,0.0,3,1,40,1,4,3,3,2
169,0.0,1,0,20,0,0,3,3,13
170,0.0,3,0,20,0,0,8,3,0
171,0.0,1,0,60,0,0,4,3,0
172,0.0,3,0,0,4,1,4,2,2
173,1.0,3,2,0,1,1,1,3,2
174,0.0,3,0,20,0,0,1,3,14
175,0.0,1,0,50,0,0,4,1,0
176,0.0,3,0,10,1,1,1,3,2
177,0.0,3,0,20,3,1,3,3,3
178,0.0,1,2,50,0,0,4,1,13
179,0.0,2,0,30,0,0,1,3,1
180,0.0,3,0,30,0,0,0,3,12
181,0.0,3,2,20,8,2,9,3,10
182,0.0,2,0,20,0,0,2,1,14
183,0.0,3,0,0,4,2,4,3,2
184,1.0,2,0,0,2,1,5,3,1
185,1.0,3,2,0,0,2,3,3,2
186,0.0,1,0,20,0,0,7,3,0
187,1.0,3,1,20,1,0,2,2,2
188,1.0,1,0,40,0,0,3,3,0
189,0.0,3,0,40,1,1,2,2,2
190,0.0,3,0,30,0,0,1,3,2
191,1.0,2,1,30,0,0,1,3,1
192,0.0,2,0,10,0,0,1,3,1
193,1.0,3,2,10,1,0,1,3,2
194,1.0,2,0,0,1,1,3,3,1
195,1.0,1,1,40,0,0,3,1,13
196,1.0,1,2,50,0,0,20,1,13
197,0.0,3,0,20,0,0,1,2,2
198,0.0,3,0,40,0,1,1,3,3
199,1.0,3,2,20,0,0,1,2,2
200,0.0,2,2,20,0,0,1,3,1
201,0.0,3,0,20,0,0,1,3,2
202,0.0,3,0,20,8,2,9,3,10
203,0.0,3,0,30,0,0,0,3,2
204,0.0,3,0,40,0,0,1,1,1
205,1.0,3,0,10,0,0,1,3,9
206,0.0,3,2,0,0,1,1,3,2
207,0.0,3,0,30,1,0,2,3,2
208,1.0,3,0,20,0,0,2,1,1
209,1.0,3,2,10,0,0,1,2,2
210,1.0,1,0,40,0,0,4,1,0
211,0.0,3,0,20,0,0,1,3,14
212,1.0,2,2,30,0,0,3,3,11
213,0.0,3,0,20,0,0,1,3,9
214,0.0,2,0,30,0,0,1,3,1
215,0.0,3,0,20,1,0,1,2,2
216,1.0,1,2,30,1,0,16,1,2
217,1.0,3,2,20,0,0,1,3,14
218,0.0,2,0,40,1,0,3,3,1
219,1.0,1,2,30,0,0,10,1,0
220,0.0,2,0,30,0,0,1,3,15
221,1.0,3,0,10,0,0,1,3,14
222,0.0,2,0,20,0,0,1,3,1
223,0.0,3,0,50,0,0,1,3,1
224,0.0,3,0,20,0,0,1,3,2
225,1.0,1,0,30,1,0,12,3,0
226,0.0,3,0,20,0,0,1,3,13
227,1.0,2,0,10,0,0,1,3,14
228,0.0,3,0,20,0,0,1,3,9
229,0.0,2,0,10,0,0,1,3,1
230,0.0,3,2,20,3,1,3,3,3
231,1.0,1,1,30,1,0,11,3,2
232,0.0,3,0,20,0,0,1,3,2
233,0.0,2,0,50,0,0,1,3,1
234,1.0,3,2,0,4,2,4,3,2
235,0.0,2,0,20,0,0,1,3,10
236,0.0,3,2,20,0,0,1,3,15
237,0.0,2,0,40,1,0,3,3,1
238,1.0,2,2,0,0,2,3,3,10
239,0.0,2,0,10,0,0,1,3,1
240,0.0,2,0,30,0,0,1,3,14
241,0.0,3,2,20,1,0,2,1,1
242,1.0,3,2,20,1,0,2,2,2
243,0.0,2,0,20,0,0,1,3,15
244,0.0,3,0,20,0,0,1,3,14
245,0.0,3,0,30,0,0,1,1,1
246,0.0,1,0,40,2,0,12,2,0
247,0.0,3,2,20,0,0,1,3,2
248,1.0,2,1,20,0,2,2,3,1
249,1.0,1,0,30,1,1,7,3,0
250,0.0,2,0,50,1,0,3,3,1
251,0.0,3,0,20,0,0,1,3,2
252,0.0,3,1,20,1,1,1,3,2
253,0.0,1,0,60,0,0,3,3,0
254,0.0,3,0,30,1,0,2,3,9
255,0.0,3,1,40,0,2,2,3,2
256,1.0,3,1,20,0,2,2,1,1
257,1.0,1,1,20,0,0,11,1,13
258,1.0,1,2,30,0,0,12,3,0
259,1.0,1,2,30,0,0,73,1,13
260,1.0,2,1,50,0,1,3,3,1
261,0.0,3,0,20,0,0,1,2,2
262,1.0,3,0,0,4,2,4,3,2
263,0.0,1,0,50,1,1,11,3,0
264,0.0,1,0,40,0,0,0,3,0
265,0.0,3,2,20,0,0,1,2,2
266,0.0,2,0,30,0,0,1,3,10
267,0.0,3,0,10,4,1,5,3,2
268,1.0,3,0,20,1,0,1,3,2
269,1.0,1,1,50,0,1,21,3,13
270,1.0,1,2,30,0,0,19,3,13
271,0.0,1,0,20,0,0,4,3,0
272,1.0,3,0,20,0,0,0,3,12
273,1.0,2,1,40,0,1,2,3,1
274,0.0,1,0,30,0,1,4,1,13
275,1.0,3,2,20,0,0,1,2,2
276,1.0,1,2,60,1,0,11,3,0
277,0.0,3,2,40,0,0,1,3,2
278,0.0,2,0,20,0,0,0,3,1
279,0.0,3,0,0,4,1,4,2,2
280,1.0,3,1,30,1,1,2,3,10
281,0.0,3,0,60,0,0,1,2,2
282,0.0,3,0,20,0,0,1,3,2
283,0.0,3,0,10,0,0,1,3,2
284,1.0,3,0,10,0,0,1,3,9
285,0.0,1,0,20,0,0,3,3,0
286,0.0,3,0,30,0,0,1,1,2
287,1.0,3,0,30,0,0,1,3,2
288,0.0,3,0,20,0,0,1,3,2
289,1.0,2,0,40,0,0,1,3,1
290,1.0,3,2,20,0,0,1,2,2
291,1.0,1,2,20,0,0,11,3,0
292,1.0,1,1,10,1,0,13,1,0
293,0.0,2,0,30,0,0,1,1,14
294,0.0,3,2,20,0,0,1,3,2
295,0.0,3,0,20,0,0,1,3,2
296,0.0,1,0,20,0,0,3,1,13
297,0.0,3,0,20,0,0,1,1,1
298,0.0,1,2,0,1,2,21,3,0
299,1.0,1,0,20,0,0,4,3,0
300,1.0,1,1,50,0,1,35,1,13
301,1.0,3,2,20,0,0,1,2,8
302,1.0,3,0,20,2,0,3,2,2
303,0.0,3,0,10,0,0,0,3,12
304,1.0,2,2,20,0,0,1,2,1
305,0.0,3,0,20,0,0,1,3,9
306,1.0,1,0,0,1,2,21,3,0
307,1.0,1,2,20,0,0,15,1,0
308,1.0,1,1,10,1,0,15,1,13
309,0.0,2,0,30,1,0,3,1,13
310,1.0,1,2,30,0,0,8,1,13
311,1.0,1,2,20,0,0,11,1,0
312,1.0,1,2,10,2,2,37,1,13
313,0.0,2,1,20,1,1,3,3,1
314,0.0,3,0,20,0,0,1,3,2
315,0.0,2,0,40,1,1,3,3,11
316,1.0,3,2,20,0,0,1,3,2
317,1.0,2,1,20,1,0,3,3,1
318,0.0,2,0,50,0,0,2,3,1
319,1.0,1,2,30,0,2,23,3,2
320,1.0,1,1,40,1,1,19,1,0
321,0.0,3,0,20,0,0,1,3,9
322,0.0,3,0,20,0,0,1,3,2
323,1.0,2,2,30,0,0,1,2,1
324,1.0,2,1,20,1,1,4,3,1
325,0.0,3,0,20,8,2,9,3,10
326,1.0,1,2,30,0,0,19,1,13
327,0.0,3,0,60,0,0,0,3,2
328,1.0,2,1,30,0,0,1,3,1
329,1.0,3,1,30,1,1,2,3,2
330,1.0,1,2,10,0,1,8,1,0
331,1.0,3,2,20,2,0,3,2,2
332,0.0,1,0,40,0,0,4,3,0
333,0.0,1,0,30,0,1,21,3,13
334,0.0,3,0,10,2,0,2,3,2
335,1.0,1,1,20,1,0,19,3,13
336,0.0,3,0,20,0,0,1,3,2
337,0.0,1,0,20,1,0,9,3,0
338,1.0,1,2,40,0,0,19,1,0
339,1.0,3,0,40,0,0,1,3,6
340,0.0,1,0,40,0,0,5,3,0
341,1.0,2,0,0,1,1,3,3,1
342,1.0,1,2,20,3,2,37,3,0
343,0.0,2,0,20,0,0,1,3,1
344,0.0,2,0,20,0,0,1,3,1
345,0.0,2,0,30,0,0,1,3,1
346,1.0,2,2,20,0,0,1,3,1
347,1.0,2,2,40,0,0,1,3,2
348,1.0,3,1,20,1,0,2,3,2
349,1.0,3,0,0,1,1,2,3,10
350,0.0,3,0,40,0,0,1,3,2
351,0.0,3,0,20,0,0,1,3,6
352,0.0,1,0,20,0,0,5,3,0
353,0.0,3,0,10,1,1,1,1,1
354,0.0,3,0,20,1,0,2,3,2
355,0.0,3,0,20,0,0,1,1,1
356,0.0,3,0,20,0,0,1,3,2
357,1.0,1,2,20,0,1,7,3,0
358,0.0,2,2,30,0,0,1,3,1
359,1.0,3,2,20,0,0,1,2,2
360,1.0,3,2,20,0,0,1,2,2
361,0.0,3,0,40,1,4,3,3,2
362,0.0,2,0,20,1,0,3,1,14
363,0.0,3,1,40,0,1,2,1,1
364,0.0,3,0,30,0,0,1,3,14
365,0.0,3,0,20,1,0,2,2,2
366,0.0,3,0,30,0,0,1,3,10
367,1.0,1,1,60,1,0,10,1,0
368,1.0,3,1,20,0,0,1,1,1
369,1.0,3,2,20,0,0,1,2,0
370,1.0,1,1,20,0,0,9,1,13
371,1.0,1,0,20,1,0,7,1,0
372,0.0,3,0,10,1,0,0,3,2
373,0.0,3,0,10,0,0,1,3,2
374,0.0,1,0,20,0,0,19,1,13
375,0.0,3,2,0,3,1,3,3,2
376,1.0,1,1,20,1,0,11,1,13
377,1.0,3,2,20,0,0,1,3,10
378,0.0,1,0,20,0,2,30,1,0
379,0.0,3,0,20,0,0,0,1,1
380,0.0,3,0,10,0,0,1,3,2
381,1.0,1,2,40,0,0,32,1,13
382,1.0,3,2,0,0,2,2,1,1
383,0.0,3,0,30,0,0,1,3,14
384,1.0,1,1,30,1,0,7,3,0
385,0.0,3,0,20,0,0,1,3,2
386,0.0,2,0,10,0,0,10,3,14
387,0.0,3,0,0,5,2,6,3,10
388,1.0,2,2,30,0,0,1,3,1
389,0.0,3,0,20,0,0,1,2,2
390,1.0,2,2,10,0,0,1,1,14
391,1.0,1,0,30,1,2,17,3,0
392,1.0,3,0,20,0,0,1,3,2
393,0.0,3,0,20,2,0,1,3,2
394,1.0,1,2,20,1,0,16,1,2
395,1.0,3,1,20,0,2,2,3,13
396,0.0,3,0,20,0,0,1,3,2
397,0.0,3,2,30,0,0,1,3,2
398,0.0,2,0,40,0,0,3,3,1
399,0.0,2,0,20,0,0,1,3,1
400,1.0,2,1,20,0,0,1,3,1
401,1.0,3,0,30,0,0,1,3,14
402,0.0,3,0,20,0,0,1,3,2
403,0.0,3,2,20,1,0,1,3,3
404,0.0,3,0,20,1,0,2,3,14
405,0.0,3,2,20,0,0,1,3,2
406,0.0,2,0,30,1,0,3,3,1
407,0.0,3,0,50,0,0,1,3,2
408,1.0,2,0,0,1,1,2,3,1
409,0.0,3,0,20,0,0,1,3,2
410,0.0,3,2,20,3,1,3,3,3
411,0.0,3,0,20,0,0,1,3,2
412,0.0,3,0,20,0,0,0,2,2
413,1.0,1,2,30,1,0,12,2,0
414,0.0,2,0,20,0,0,0,3,1
415,1.0,3,0,40,0,0,1,3,14
416,0.0,3,1,20,0,0,1,3,2
417,1.0,2,1,30,1,1,4,3,1
418,1.0,2,2,10,0,2,1,3,1
419,0.0,2,0,30,0,0,1,3,1
420,0.0,3,2,10,0,2,3,3,2
421,0.0,3,0,20,0,0,1,1,2
422,0.0,3,0,20,0,0,1,2,9
423,0.0,3,0,20,0,0,1,3,2
424,0.0,3,1,20,1,1,2,3,2
425,0.0,3,0,10,1,1,2,3,2
426,0.0,3,0,20,0,0,1,3,9
427,1.0,2,1,20,1,0,3,3,1
428,1.0,2,2,10,0,0,3,3,1
429,0.0,3,0,20,0,0,1,2,2
430,1.0,3,0,30,0,0,1,3,14
431,1.0,1,0,20,0,0,3,3,0
432,1.0,3,1,20,1,0,2,3,2
433,1.0,2,1,40,1,0,3,3,14
434,0.0,3,0,10,0,0,1,3,14
435,0.0,1,0,50,1,0,7,3,0
436,1.0,1,2,10,1,2,17,3,0
437,0.0,3,2,20,2,2,4,3,15
438,1.0,2,1,20,2,3,2,3,1
439,0.0,1,0,60,1,4,37,3,0
440,0.0,2,0,30,0,0,1,3,10
441,1.0,2,1,40,1,1,3,3,11
442,0.0,3,0,20,0,0,1,3,2
443,0.0,3,0,20,1,0,1,3,2
444,1.0,2,1,20,0,0,1,3,1
445,1.0,3,0,20,0,0,1,3,5
446,1.0,1,0,0,0,2,11,3,2
447,1.0,2,2,10,0,1,2,3,1
448,1.0,1,0,30,0,0,3,3,0
449,1.0,3,2,0,2,1,2,1,1
450,1.0,1,0,50,0,0,4,3,0
451,0.0,2,0,30,1,2,3,3,10
452,0.0,3,0,20,1,0,2,3,5
453,0.0,1,0,30,0,0,3,1,0
454,1.0,1,0,40,1,0,12,1,0
455,0.0,3,0,20,0,0,1,3,9
456,1.0,3,0,20,0,0,1,1,2
457,0.0,1,0,60,0,0,3,3,0
458,1.0,1,1,20,1,0,7,3,0
459,1.0,2,2,50,0,0,1,3,11
460,0.0,3,0,20,0,0,1,2,2
461,1.0,1,0,40,0,0,3,3,0
462,0.0,3,0,30,0,0,1,3,2
463,0.0,1,0,40,0,0,5,3,0
464,0.0,2,0,40,0,0,1,3,1
465,0.0,3,0,20,0,0,1,3,9
466,0.0,3,0,30,0,0,1,3,14
467,0.0,2,0,20,0,0,0,3,1
468,0.0,1,0,50,0,0,3,3,0
469,0.0,3,0,20,0,0,1,2,2
470,1.0,3,2,0,2,1,2,1,1
471,0.0,3,0,20,0,0,1,3,2
472,0.0,3,0,30,0,0,1,3,2
473,1.0,2,1,30,1,2,3,3,10
474,1.0,2,1,20,0,0,1,1,14
475,0.0,3,2,20,0,0,1,3,6
476,0.0,1,0,20,0,0,7,3,0
477,0.0,2,0,30,1,0,3,3,2
478,0.0,3,0,20,1,0,1,3,2
479,0.0,3,0,20,0,0,1,3,2
480,1.0,3,2,0,0,1,1,3,2
481,0.0,3,0,0,5,2,6,3,10
482,0.0,2,0,20,0,0,0,3,1
483,0.0,3,0,50,0,0,1,3,9
484,1.0,3,1,60,0,0,1,3,3
485,1.0,1,0,20,1,0,13,1,0
486,0.0,3,2,20,3,1,3,3,3
487,1.0,1,1,30,1,0,12,3,0
488,0.0,1,0,50,0,0,4,1,0
489,0.0,3,0,30,0,0,1,3,9
490,1.0,3,0,0,1,1,2,3,10
491,0.0,3,0,20,1,0,2,3,5
492,0.0,3,0,20,0,0,1,3,14
493,0.0,1,0,50,0,0,4,3,0
494,0.0,1,0,70,0,0,7,1,13
495,0.0,3,0,20,0,0,1,3,9
496,0.0,3,0,20,0,0,2,1,1
497,1.0,1,2,50,1,0,11,1,2
498,0.0,3,0,20,0,0,2,3,10
499,0.0,1,1,20,1,2,21,3,0
500,0.0,3,0,20,0,0,1,3,2
501,0.0,3,0,10,0,0,1,3,2
502,0.0,3,2,20,0,0,1,2,2
503,0.0,3,2,20,0,0,1,2,2
504,0.0,3,2,30,0,0,1,3,3
505,1.0,1,2,10,0,0,12,3,0
506,0.0,1,0,10,1,0,15,1,13
507,1.0,2,1,30,0,2,3,3,1
508,1.0,1,0,20,0,0,3,3,0
509,0.0,3,0,20,0,0,3,3,10
510,1.0,3,0,20,0,0,8,3,0
511,1.0,3,0,20,0,0,1,2,2
512,0.0,3,0,20,0,0,1,3,14
513,1.0,1,0,30,0,0,3,3,13
514,1.0,1,1,50,1,0,8,1,13
515,0.0,3,0,20,0,0,1,3,2
516,0.0,1,0,40,0,0,4,3,2
517,1.0,2,1,30,0,0,1,3,10
518,0.0,3,0,20,0,0,3,2,2
519,1.0,2,1,30,1,0,3,3,1
520,0.0,3,0,30,0,0,1,3,2
521,1.0,1,2,30,0,0,13,3,0
522,0.0,3,0,20,0,0,1,3,2
523,0.0,3,0,20,0,0,1,1,1
524,1.0,1,1,40,0,1,8,1,0
525,0.0,3,0,20,0,0,1,1,1
526,0.0,3,0,40,0,0,1,2,2
527,1.0,2,2,50,0,0,1,3,15
528,0.0,1,0,20,0,0,31,3,13
529,0.0,3,0,30,0,0,1,3,2
530,0.0,2,0,20,2,1,1,3,1
531,1.0,2,2,0,1,1,3,3,1
532,0.0,3,0,20,0,0,1,1,1
533,0.0,3,0,10,1,1,1,1,1
534,1.0,3,1,20,0,2,3,1,1
535,0.0,3,2,30,0,0,1,3,2
536,1.0,2,2,0,0,2,3,3,11
537,0.0,1,0,40,0,0,3,3,0
538,1.0,1,2,30,0,0,15,1,13
539,0.0,3,0,20,0,0,2,3,2
540,1.0,1,2,20,0,2,7,1,0
541,1.0,1,2,30,0,2,10,3,15
542,0.0,3,2,0,4,2,4,3,2
543,0.0,3,2,10,4,2,4,3,2
544,1.0,2,0,30,1,0,3,3,1
545,0.0,1,0,50,1,0,15,1,13
546,0.0,1,0,60,0,0,3,3,5
547,1.0,2,1,10,1,0,3,3,1
548,1.0,2,0,20,0,0,1,1,14
549,0.0,3,0,30,1,1,2,3,2
550,1.0,2,0,0,1,1,5,3,10
551,1.0,1,0,10,0,2,15,1,0
552,0.0,2,0,20,0,0,3,3,1
553,0.0,3,0,20,0,0,1,2,2
554,1.0,3,0,20,0,0,1,1,1
555,1.0,3,2,20,0,0,1,3,2
556,0.0,1,0,60,0,0,3,3,0
557,1.0,1,1,40,1,0,5,1,0
558,0.0,1,0,20,0,0,32,1,13
559,1.0,1,1,30,1,1,11,3,0
560,1.0,3,1,30,1,0,2,3,2
561,0.0,3,0,20,0,0,1,2,2
562,0.0,3,0,40,0,0,1,3,2
563,0.0,2,0,20,0,0,1,3,1
564,0.0,3,0,20,0,0,1,3,14
565,0.0,3,2,20,0,0,1,3,14
566,0.0,3,0,20,2,0,3,3,9
567,0.0,3,0,10,0,0,1,3,2
568,0.0,3,1,20,0,4,3,3,2
569,0.0,3,0,20,0,0,1,1,1
570,1.0,3,0,30,0,0,1,3,2
571,1.0,2,0,60,0,0,1,3,14
572,1.0,1,1,50,2,0,7,3,0
573,1.0,1,0,30,0,0,3,3,13
574,1.0,3,2,20,0,0,1,2,0
575,0.0,3,0,10,0,0,1,3,9
576,0.0,3,0,10,0,0,2,3,2
577,1.0,2,2,30,0,0,1,3,1
578,1.0,1,1,30,1,0,7,3,0
579,0.0,3,1,20,1,0,2,1,1
580,1.0,3,0,30,0,0,1,3,14
581,1.0,2,2,20,1,1,4,3,1
582,1.0,1,1,30,1,1,15,1,0
583,0.0,2,0,50,0,0,3,3,1
584,0.0,1,0,30,0,0,5,1,0
585,0.0,3,0,20,0,0,1,1,2
586,1.0,1,2,10,0,2,11,3,0
587,0.0,2,0,40,0,0,2,3,1
588,1.0,1,0,60,1,1,11,1,0
589,0.0,3,0,20,0,0,1,3,0
590,0.0,3,0,20,0,0,1,3,9
591,0.0,3,0,30,0,0,1,3,14
592,1.0,1,1,50,1,0,11,1,2
593,0.0,3,0,40,0,0,1,3,9
594,0.0,3,2,20,0,2,1,2,2
595,0.0,2,0,30,1,0,3,3,14
596,0.0,3,0,30,1,1,3,3,2
597,1.0,2,2,20,0,0,4,3,1
598,0.0,3,0,40,0,0,0,3,12
599,0.0,3,0,20,0,0,1,1,1
600,1.0,1,0,40,1,0,8,1,13
601,1.0,2,1,20,2,1,3,3,1
602,0.0,3,0,20,0,0,1,3,2
603,0.0,1,0,20,0,0,6,3,0
604,0.0,3,0,40,0,0,1,3,2
605,1.0,1,0,30,0,0,3,1,0
606,0.0,3,0,30,1,0,2,3,2
607,0.0,3,0,30,0,0,1,3,2
608,1.0,1,0,20,0,0,4,3,0
609,1.0,2,1,20,1,2,5,1,14
610,1.0,1,2,40,0,0,21,3,13
611,0.0,3,1,30,1,5,4,3,2
612,0.0,3,0,20,0,0,1,3,14
613,1.0,3,2,20,1,0,2,2,2
614,0.0,3,0,20,0,0,1,2,2
615,0.0,3,0,30,0,0,1,3,2
616,1.0,2,2,20,1,2,9,3,1
617,0.0,3,0,30,1,1,2,3,2
618,0.0,3,1,20,1,0,2,3,9
619,1.0,2,2,0,2,1,5,3,1
620,0.0,2,0,20,0,0,1,3,2
621,0.0,3,0,20,1,0,2,1,1
622,1.0,1,0,40,1,0,7,3,0
623,1.0,3,0,20,1,1,2,1,1
624,0.0,3,0,20,0,0,1,3,2
625,0.0,3,0,20,0,0,2,3,4
626,0.0,1,0,60,0,0,4,3,2
627,0.0,2,0,50,0,0,1,2,1
628,1.0,1,2,20,0,0,11,3,0
629,0.0,3,0,20,0,0,1,3,2
630,0.0,3,0,20,0,0,1,2,2
631,1.0,1,0,80,0,0,4,3,1
632,0.0,3,0,50,0,0,1,3,2
